,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
17711,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]",,48199,tt0111749,en,Woyzeck,"Lajos Kovács (WINGS OF DESIRE) stars as the misused Woyzeck, who ekes out a miserable existence sweeping train tracks, running errands for a bullying army captain and acting as a human guinea pig for a local doctor with ideas about free will. When his common-law wife begins an affair with a local cop, Woyzeck's pocket Bible and near-starvation diet point him on a downward spiral of twisted redemption.",0.226192,/sGqHFcPGSP1WNHBKjSVcuTrhyxX.jpg,[],"[{'iso_3166_1': 'HU', 'name': 'Hungary'}]",1994-02-07,0.0,93.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Rumored,,Woyzeck,False,8.3,3.0
38200,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",http://anata-river.com/,306598,tt4063314,ko,"님아, 그 강을 건너지 마오","There live a couple known as ‘100-year-old lovebirds’. As fairy tale's characters, the husband is strong like a  woodman, and the wife is full of charms like a princess. They dearly love each other wearing Korean traditional clothes all the time, and still fall asleep hand in hand. However, the death, quietly and like a thief, sit between them. This film starts from this moment, and follows the last moments of 76 years of their marriage.",0.444564,/cPqEaPoPy5gBeKd7NYEZQOrisje.jpg,"[{'name': 'Argus Film', 'id': 78686}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2014-11-27,0.0,86.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,"My Love, Don't Cross That River",False,6.0,6.0
12595,False,"{'id': 135483, 'name': 'Taken Collection', 'poster_path': '/4PNFiSaJWvWhkdOw0KF9Vf7v3gC.jpg', 'backdrop_path': '/hO1R1TI429PjkOjby4dTPBrWFwn.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,8681,tt0936501,en,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",16.367481,/3zlffXmo7QpVBc17QIJWrRfasVr.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'M6', 'id': 11261}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'All Pictures Media', 'id': 23614}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-18,226830568.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'sq', 'name': 'shqip'}]",Released,They took his daughter.  He'll take their lives.,Taken,False,7.2,4444.0
13379,False,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.sonypictures.com/movies/theinternational/site/,4959,tt0963178,en,The International,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",6.583609,/xwH65cbBMAoZ01kcRpQw2dCRsw0.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'X-Filme Creative Pool', 'id': 1972}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-03,60161391.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Is your money making a killing?,The International,False,6.0,373.0
8579,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,26031,tt0058390,en,The Naked Kiss,A former prostitute discovers that her philanthropic fiance is involved in perversion.,2.883014,/sFhFMi5oYHBN8PFh9AmGXzSmLXq.jpg,"[{'name': 'Leon Fromkess-Sam Firks Productions', 'id': 4539}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-10-29,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Shock and Shame Story of a Night Girl!,The Naked Kiss,False,6.7,41.0
24114,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 878, 'name': 'Science Fiction'}]",,16091,tt1264068,en,Aftermath: Population Zero,Aftermath: Population Zero investigates what would happen if every single person on Earth simply disappeared. Explore the interactive world without us.,1.328618,/bUSKh0ZwY70lydQvmF0F4FuCIw8.jpg,"[{'name': 'Cream Productions', 'id': 3136}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-09,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Aftermath: Population Zero,False,6.7,11.0
4149,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.youtube.com/watch?v=dIgzh6OPYQQ,2981,tt0016039,en,The Lost World,The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.,2.968503,/bEHH13QZKvGJS7H3U5JlcroqLFX.jpg,"[{'name': 'First National Bank of Chicago (London Branch)', 'id': 426}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-06-22,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Lost World,False,6.6,27.0
12794,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10818,tt0869977,fr,Naissance des pieuvres,"Set during a sultry summer in a French suburb, Marie is desperate to join the local pool's synchronized swimming team, but is her interest solely for the sake of sport or for a chance to get close to Floriane, the bad girl of the team? Sciamma, and the two leads, capture the uncertainty of teenage sexuality with a sympathetic eye in this delicate drama of the angst of coming-of-age.",4.968813,/hCngFzu2setSxCBlr0GuM79FZPN.jpg,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Balthazar Productions', 'id': 10005}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Arte / Cofinova 3', 'id': 51343}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2007-05-17,0.0,85.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Water Lilies,False,6.0,54.0
23511,False,,0,"[{'id': 53, 'name': 'Thriller'}]",,4926,tt0051501,en,Cry Terror!,A mad bomber holds an innocent family hostage.,2.554227,/qKwhJbL9CTWcCeepJB0Gg8tE0VB.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Andrew L. Stone Productions', 'id': 14828}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-05-02,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Cry Terror!,False,4.3,4.0
2383,False,,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,11622,tt0124298,en,Blast from the Past,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",8.355977,/chljpiLSV7XAuKjYTQl3a7w39p8.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Forge', 'id': 2980}, {'name': 'Midnight Sun Pictures', 'id': 17887}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-02-12,40263020.0,112.0,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,She'd never met anyone like him. He's never met anyone... Period.,Blast from the Past,False,6.3,247.0
21356,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",,26622,tt0146425,en,Always Outnumbered,"An ex-con moves to L.A. to find work and creates a disturbance by fighting for a position. More importantly he touches the lives of many of his neighbors including an older man dying of cancer, a young married couple whose husband is too proud to accept a lesser position which causes strife with his wife, and a young boy on the verge of getting in trouble with street gangs.",0.86635,/23DpFZxpDtSUl68JP70rfqHGd67.jpg,"[{'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Palomar Pictures (II)', 'id': 11371}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-21,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In every man's soul hides a hero.,Always Outnumbered,False,7.2,5.0
15068,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,17988,tt0036947,ja,一番美しく,"The stories of several young women who work in a 'precision optical instruments' factory during the second World War. Despite illness, injury, and tremendous personal hardship, the women persevere in their tasks, devoted to their work and their country's cause.",1.216724,/bCoGboI0qLxhsmCTja0Yom6kwwd.jpg,"[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1944-04-13,0.0,85.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Most Beautiful,False,5.3,7.0
24427,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",,91237,tt1337034,ko,Woetoli,A student becomes a recluse in response to her best friend's suicide and locks herself in her room. She believes that someone is in the room with her. Her alarmed family hires a psychologist to intervene.,0.252091,/ivhuCvIZK7CN4COCQ13yzbYJpQu.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2008-09-18,0.0,117.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Loner,False,5.0,7.0
7335,False,,650000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,44864,tt0073822,sv,Trollflöjten,"The Queen of the Night enlists a handsome prince named Tamino to rescue her beautiful kidnapped daughter, Princess Pamina, in this screen adaptation of the beloved Mozart opera. Aided by the lovelorn bird hunter Papageno and a magical flute that holds the power to change the hearts of men, young Tamino embarks on a quest for true love, leading to the evil Sarastro's temple where Pamina is held captive.",0.658086,/3N0L2ijwcVjRLJRSXbv3AKT2Vnt.jpg,"[{'name': 'Sveriges Radio', 'id': 35673}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1975-01-01,0.0,134.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,"We only see Bergman, we only hear Mozart",The Magic Flute,False,7.1,15.0
10066,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,10837,tt0099472,en,DuckTales: The Movie - Treasure of the Lost Lamp,"Scrooge McDuck, his dimwitted pilot Launch Pad, and his newphews Huey, Dewey and Louie, with Webby, arrive in Egypt where Scrooge finds the lost treasure of Collie Baba, unbeknownst to Scrooge, a magic lamp was included inside the treasure, so while the nephews have fun with the genie, they all have no idea that they're being stalked by a power hungry sorceror named Murlock and his dimwitted thief.",7.810813,/dPikP4LLcw2JV2LSBKKVtcl5d4v.jpg,"[{'name': 'DisneyToon Studios', 'id': 5391}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-08-03,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Scrooge McDuck's First Full-Length Animated Feature Film.,DuckTales: The Movie - Treasure of the Lost Lamp,False,6.7,201.0
30546,False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",,300900,tt3922754,en,Ardennes Fury,"As the Battle of the Bulge rages on, an American tank unit gets trapped behind Nazi lines. With just hours before the bombs of Operation Ardennes Fury fall, the tank's commander makes the risky decision to rescue an orphanage.",1.574415,/i0F51UFXVzbzy2nvnMtHySqHCHk.jpg,"[{'name': 'The Asylum', 'id': 1311}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-11-11,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,To get home they must conquer hell,Ardennes Fury,False,4.9,21.0
32386,False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,40205,tt1646876,en,16 Wishes,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",4.869925,/7EmxxTry7JAqFogSl0TNWLyMrx2.jpg,"[{'name': 'Disney Channel', 'id': 3213}, {'name': 'Marvista Entertainment', 'id': 6679}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-25,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Everyone's sweet 16 is special, Abby's is magical.",16 Wishes,False,5.5,283.0
27422,False,"{'id': 452146, 'name': 'Old Way Collection', 'poster_path': '/vET0IYNmi4L5GCRXSClWgrOwpwj.jpg', 'backdrop_path': '/8kPoanfv1NFOZNqXyJgl9dhJc4n.jpg'}",0,"[{'id': 80, 'name': 'Crime'}]",,309049,tt3157224,en,We Still Kill the Old Way,A group of aging London gangsters go on a vigilante killing spree when one of their number is murdered by a street gang.,3.135108,/nZT34PAytvZ15J2SLIsQlC11vTn.jpg,"[{'name': 'Richwater Films', 'id': 21646}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-12-12,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,We Still Kill the Old Way,False,5.3,23.0
37610,False,,0,"[{'id': 18, 'name': 'Drama'}]",,46043,tt0043892,ja,Oyū-sama,"Shinnosuke is introduced to Shizu as a prospective marriage partner, but he falls in love with her widowed sister Oyu. Convention forbids Oyu to marry because she has to raise her son as the head of her husband's family. Oyu convinces Shinnosuke and Shizu to marry so that she can remain close to Shinnosuke.",0.497952,/5jjyeiTHIcIlcWvsFN13mfL5u99.jpg,"[{'name': 'Daiei Studios', 'id': 881}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1951-06-22,0.0,94.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Miss Oyu,False,6.1,9.0
27250,False,"{'id': 413661, 'name': 'Charlie Chan (Sidney Toler) Collection', 'poster_path': '/y0xWQpLRattvypZXF5ZiuipsD2U.jpg', 'backdrop_path': None}",0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,38469,tt0038929,en,Shadows Over Chinatown,"In San Francisco's Chinatown, Charlie helps two different people search for their missing relatives and uncovers a murder for insurance scheme.",0.211814,/vyj45DZFdnVfTczBVGDdJgNXsCu.jpg,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-06-27,0.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Chan follows the trail of a blood-chilling wave of torso slayings!,Shadows Over Chinatown,False,6.3,4.0
10472,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,15276,tt0302297,en,Barely Legal,"Teenager Deacon works at a video shop, and his buddies, Fred and Matt, sell the bootleg porno films he acquires. Deacon gets fired, but the pals have the bright idea of filming their own Internet porn flick in order to make money and become more popular at school. Hijinks ensue as they cast and create their movie, but porn industry player Vic Ramalot grows jealous of their burgeoning success and tries to put a stop to the project.",6.986182,/aghtYG92emducklhRdz2aYO4yza.jpg,"[{'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}, {'name': 'International West Pictures (IWP)', 'id': 11062}, {'name': 'Original Voices Inc.', 'id': 12475}, {'name': 'Talent Network Media GmbH', 'id': 51997}, {'name': 'Coproducción Alemania-USA', 'id': 51998}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-15,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They couldn't rent it, so they made it themselves.",Barely Legal,False,5.2,50.0
29871,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,31789,tt0117412,fr,Pédale douce,"A closeted gay man's attempt to ""act straight"" for the sake of his job has unexpected consequences.",1.365302,/3dRjn3Tmr2FUTVUdwUfUR2utnRy.jpg,"[{'name': 'Pathé', 'id': 7981}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1996-03-27,0.0,100.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,What a Drag,False,5.5,28.0
30657,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]",,155397,tt0080156,fr,Xing mu zi gu huo zhao,"Tung Wei (18 Fatal Strikes Enter The Dragon) is a lad who wants to learn kung fu. He trains in two different styles: Hung Gar and Wing Chun. Everything is fine until a jealous master creates a rift between Tung's two teachers, and he has to choose sides. But a bigger problem looms ahead. The Tiger Master, played by Philip Ko (Dragon On Fire, Fearless Dragons), wants to fight both men to the death. They're no match for him, so Tung goes to the one man who can train him properly: Sammo Hung",0.489143,/w87aUhwq1l0furt1wMKDdZEsgBw.jpg,[],[],1979-10-23,0.0,0.0,[],Released,,The Incredible Kung Fu Master,False,5.4,4.0
42219,False,,0,"[{'id': 18, 'name': 'Drama'}]",https://www.facebook.com/koepekfilm,362141,tt4602818,tr,Köpek,"An ordinary day in the megacity of Istanbul: Ten-year-old Cemo sells paper tissues in the streets, Hayat is controlled by her husband and transsexual Ebru sells her body. All three have a secret love and they do everything that satisfies their longing, if only for a moment. An authentic, delicate and unsettling story about love and death and the Turkish society at the beginning of the 21st century.",0.791,/vdBdiGTdoQsre6zUs81xs04cuVO.jpg,"[{'name': 'Maximage GmbH', 'id': 2083}, {'name': 'Gaya Film', 'id': 64576}]","[{'iso_3166_1': 'TR', 'name': 'Turkey'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",2015-12-10,0.0,94.0,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Dog,False,8.4,5.0
9656,False,,0,"[{'id': 18, 'name': 'Drama'}]",,31165,tt0417791,en,Inside I'm Dancing,"Michael is a 24-year-old who has cerebral palsy and long-term resident of the Carrigmore Residential Home for the Disabled, run by the formidable Eileen. His life is transformed when the maverick Rory O'Shea moves in.",4.333887,/4ElxUAGvvwM3Wr9Ei96vqqk7myf.jpg,"[{'name': 'WT2 Productions', 'id': 10462}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2004-10-15,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Inside I'm Dancing,False,7.1,54.0
41,False,,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,11443,tt0112819,en,Dead Presidents,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.",9.87957,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Underworld Entertainment', 'id': 476}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-06,0.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In this daring heist, the only color that counts is green",Dead Presidents,False,6.6,80.0
4062,False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",,16618,tt0044685,en,Hans Christian Andersen,"The inimitable Danny Kaye stars as famed storyteller Hans Christian Andersen in this charming fictionalized biopic that blends music, romance, comedy and fantasy to trace the life of Denmark's literary hero. A small-town shoemaker with a knack for spinning yarns, Hans encounters happiness and heartbreak on his road to becoming a full-fledged writer.",1.569565,/7BFWP7L0HKaVbQduqG61x3HplCB.jpg,"[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1952-12-19,0.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The glorious story of the greatest storyteller of them all!,Hans Christian Andersen,False,6.7,18.0
19953,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,34280,tt0066798,fr,L'aventure c'est l'aventure,"When they realize the times are changing, five crooks decide to switch from bank robberies to personality abductions.",2.077329,/dkgxRQCchyCS4MOhM3bJuWrUoDG.jpg,"[{'name': 'Les Productions Artistes Associés', 'id': 64}, {'name': 'Les Films 13', 'id': 1742}, {'name': 'Les Films Ariane', 'id': 7110}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1972-05-04,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,L'aventure c'est l'aventure,False,6.6,20.0
12577,False,,500000,"[{'id': 18, 'name': 'Drama'}]",,47120,tt0419449,de,Antares,"A deadly car crash sets off three parallel stories of women at crisis points, faltering behind the doors of the same, plain Vienna apartment block.",0.927134,/9TAS4M0li1H4faKAcO7rvECkDuW.jpg,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}]",2004-12-03,0.0,105.0,"[{'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Antares,False,5.7,15.0
3446,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,125537,tt0162348,en,Smiling Fish & Goat On Fire,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?",0.071495,/dCN855wZvVo5jH6oSdpdPQNKGI.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-09-16,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"two brothers, four women and the search for Magnetic Perfection",Smiling Fish & Goat On Fire,False,7.0,1.0
15798,False,,40000000,"[{'id': 18, 'name': 'Drama'}]",http://www.thesocialnetwork-movie.com/,37799,tt1285016,en,The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",16.972995,/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-30,224920315.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You don't get to 500 million friends without making a few enemies.,The Social Network,False,7.1,3492.0
40463,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,370978,tt4922692,es,"Kiki, el amor se hace","Through five stories, the movie addresses sex and love: Paco and Ana are a marriage looking for reactivate the passion of their sexual relations, long time unsatisfied; Jose Luis tries to recover the affections of his wife Paloma, sit down on a wheelchair after an accident which has limited her mobility; Mª Candelaria and Antonio are a marriage trying by all way to be parents, but she has the trouble that no get an orgasm when make love with him; Álex try to satisfy Natalia's fantasies, while she starts to doubt if he finally will ask her in marriage; and finally, Sandra is a single woman in a permanent searching for a man to fall in love. All them love, fear, live and explore their diverse sexual paraphilias and the different sides of sexuality, trying to find the road to happiness.",5.248189,/cECmCM3MMRiaLNDdYBLeGU7PRAk.jpg,"[{'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Vértigo Films', 'id': 69195}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2016-04-01,0.0,102.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,"Kiki, Love to Love",False,6.4,93.0
41499,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,54539,tt0015014,en,L'Inhumaine,"A famous singer Claire Lescot, who lives on the outskirts of Paris, is courted by many men, including a maharajah, Djorah de Nopur, and a young Swedish scientist, Einar Norsen. At her lavish parties she enjoys their amorous attentions but she remains emotionally aloof and heartlessly taunts them. When she is told that Norsen has killed himself because of her, she shows no feelings. At her next concert she is booed by an audience outraged at her coldness. She visits the vault in which Norsen's body lies, and as she admits her feelings for him she discovers that he is alive; his death was feigned. Djorah is jealous of their new relationship and causes Claire to be bitten by a poisonous snake. Her body is brought to Norsen's laboratory, where he, by means of his scientific inventions, restores Claire to life.",0.756384,/aFCA9ULTSLvOZGLAvaOGCfXU4OK.jpg,[],[],1924-12-12,0.0,123.0,[],Released,,L'Inhumaine,False,7.8,4.0
28453,False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,69578,tt0072007,it,La polizia chiede aiuto,Police investigate apparent suicide of teen girl and uncover details of a teenage prostitution racket. They go on the hunt for a motorcycle riding killer.,1.090186,/mChUYWCz4pnlhxNBwAFUQeAdx4x.jpg,"[{'name': 'Primex Italiana', 'id': 15324}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1974-08-10,0.0,87.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Just another suicide until the police discovered... A bloody bathroom. A maniac with a cleaver. A schoolgirl sex ring.,What Have They Done to Your Daughters?,False,7.1,13.0
